NR_046018.2	DDX11L1
XM_017002724.3	PER3
XM_047433468.1	PER3
XM_017002726.3	PER3
XM_047433472.1	PER3
XM_024450590.2	PER3
XM_047433439.1	PER3
XM_047433445.1	PER3
XM_047433444.1	PER3
XM_047433441.1	PER3
XM_047433452.1	PER3
NM_001289862.2	PER3
XM_047433474.1	PER3
XM_047433475.1	PER3
XM_017002729.2	PER3
XM_047433476.1	PER3
XR_007065450.1	LOC124903833
XM_011540537.3	UTS2
NM_021995.2	UTS2
XM_011540538.2	UTS2
XM_006710618.4	TNFRSF9
XM_047419672.1	TNFRSF9
XM_005263424.4	PARK7
NM_001123377.2	PARK7
XR_007065451.1	LOC124903834
XM_047422698.1	ERRFI1
XM_005263477.4	ERRFI1
XM_047422701.1	ERRFI1
XR_007065452.1	ERRFI1-DT
XR_001737893.1	LOC107984915
XR_007065453.1	LOC107984915
XR_001737892.2	LOC107984915
NR_125998.1	LINC01714
XR_946937.3	LOC105376695
XR_007065454.1	LOC124903835
NM_001379614.1	SLC45A1
NM_001379615.1	SLC45A1
NM_001379616.1	SLC45A1
NM_001379617.1	SLC45A1
NM_001379618.1	SLC45A1
XM_047421726.1	SLC45A1
NM_012102.4	RERE
NM_001042682.2	RERE
NR_125999.1	RERE-AS1
NR_132752.1	SNORD128
RF00599	LOC124900452
NM_001353346.3	ENO1
NM_001201483.4	ENO1
NR_106786.1	MIR6728
NR_038351.1	ENO1-AS1
XR_002958531.2	LOC112268261
XR_002958527.2	LOC112268261
NM_001270501.2	CA6
NM_001270502.2	CA6
XM_011542084.4	CA6
NM_001270500.2	CA6
XM_011542083.4	CA6
XM_011540824.3	SLC2A7
XM_011540825.3	SLC2A7
XM_047428615.1	SLC2A5
XM_047428614.1	SLC2A5
XM_047428606.1	SLC2A5
XM_047428612.1	SLC2A5
XM_047428602.1	SLC2A5
XM_047428623.1	SLC2A5
XM_047428588.1	SLC2A5
XM_047428594.1	SLC2A5
XM_047428598.1	SLC2A5
NM_001328619.2	SLC2A5
XM_047428591.1	SLC2A5
NM_001328621.2	SLC2A5
NM_001328620.2	SLC2A5
XM_047428625.1	SLC2A5
NM_001135585.2	SLC2A5
RF00424	LOC124900441
XR_007063977.1	GPR157
XM_005263497.6	GPR157
XM_005263496.6	GPR157
NR_132742.1	MIR34AHG
NR_029610.1	MIR34A
NR_132738.1	LNCTAM34A
XM_047435002.1	H6PD
XM_006711052.5	H6PD
NM_001282587.2	H6PD
XM_017002865.3	H6PD
XM_047435005.1	H6PD
XM_005263540.6	H6PD
XM_047435003.1	H6PD
XM_017002866.3	H6PD
XR_007065455.1	LOC124903836
NR_104622.2	LINC02606
NR_104623.2	LINC02606
XM_017000549.2	TMEM201
XM_017000550.2	TMEM201
XM_006710417.4	TMEM201
XM_047448441.1	TMEM201
XM_011540910.3	TMEM201
NM_001010866.4	TMEM201
XM_017000552.3	TMEM201
XM_017000551.3	TMEM201
XM_047436734.1	LOC124903837
XM_047422557.1	PIK3CD
XM_047422553.1	PIK3CD
XM_047422555.1	PIK3CD
XM_047422551.1	PIK3CD
XM_047422561.1	PIK3CD
XM_047422552.1	PIK3CD
XM_047422576.1	PIK3CD
XM_047422562.1	PIK3CD
XM_047422554.1	PIK3CD
XM_047422564.1	PIK3CD
XM_047422568.1	PIK3CD
XM_047422573.1	PIK3CD
XM_047422574.1	PIK3CD
XM_024447663.2	PIK3CD
XM_047422578.1	PIK3CD
XM_024447664.2	PIK3CD
XM_047422571.1	PIK3CD
XM_006710689.3	PIK3CD
XM_047422577.1	PIK3CD
XM_047422565.1	PIK3CD
XM_047422569.1	PIK3CD
XM_047422580.1	PIK3CD
XM_047422589.1	PIK3CD
XM_047422556.1	PIK3CD
XM_047422550.1	PIK3CD
XM_047422563.1	PIK3CD
XM_047422572.1	PIK3CD
XM_006710687.3	PIK3CD
XM_047422575.1	PIK3CD
NM_001350234.2	PIK3CD
XM_047422566.1	PIK3CD
XM_047422570.1	PIK3CD
XM_047422558.1	PIK3CD
XM_047422567.1	PIK3CD
NM_001350235.1	PIK3CD
XM_047422560.1	PIK3CD
XM_047422559.1	PIK3CD
XR_946951.2	LOC105376712
NR_027045.1	PIK3CD-AS1
NR_126367.1	PIK3CD-AS2
NR_126366.1	PIK3CD-AS2
NR_126368.1	PIK3CD-AS2
XR_007065457.1	LOC124903839
XM_047449470.1	CLSTN1
NM_014944.4	CLSTN1
NM_001302883.1	CLSTN1
NM_001012329.2	CTNNBIP1
XM_047425762.1	CTNNBIP1
XM_047425765.1	CTNNBIP1
XM_047425763.1	CTNNBIP1
XM_047425770.1	CTNNBIP1
XM_047425766.1	CTNNBIP1
XR_946952.3	LOC105376717
XR_007065456.1	LOC124903838
NM_001316975.2	LZIC
XM_005263506.3	LZIC
NM_001316974.2	LZIC
NM_001316976.2	LZIC
NM_001316973.2	LZIC
XM_017002546.2	LZIC
XM_017002547.2	LZIC
NM_001297778.1	NMNAT1
XM_047428077.1	NMNAT1
XM_017002108.3	NMNAT1
XM_017002107.3	NMNAT1
XM_011541971.2	NMNAT1
XM_047428082.1	NMNAT1
NM_001297779.2	NMNAT1
XM_047428076.1	NMNAT1
XM_047428080.1	NMNAT1
NR_158969.1	TMEM274P
NR_049882.1	MIR5697
XM_047436754.1	LOC124903840
NR_138250.2	RBP7
XM_005263422.2	UBE4B
NM_006048.5	UBE4B
XM_011540490.3	UBE4B
XM_011540489.4	UBE4B
XM_047428018.1	UBE4B
XM_011540488.4	UBE4B
XM_017000035.3	UBE4B
NM_183416.4	KIF1B
NM_015074.3	KIF1B
NM_001365952.1	KIF1B
NM_001365953.1	KIF1B
NM_001304452.2	PGD
NM_001304451.2	PGD
NR_037187.2	CENPS-CORT
NM_001270517.2	CENPS-CORT
NM_198544.4	CENPS-CORT
NM_199006.3	CENPS-CORT
NM_001243768.2	CENPS-CORT
NR_036462.2	CENPS
NM_213566.2	DFFA
XM_047422544.1	PEX14
XM_047422546.1	PEX14
XM_047422545.1	PEX14
XM_047422543.1	PEX14
XM_011541580.2	PEX14
XM_011541579.4	PEX14
XM_011541577.3	PEX14
XM_047422542.1	PEX14
XM_011541578.3	PEX14
XM_017001540.3	CASZ1
XM_047423404.1	CASZ1
XM_005263479.4	CASZ1
XM_017001539.3	CASZ1
NM_017766.5	CASZ1
XR_946954.2	LOC105376733
XR_001737778.2	LOC105376735
NM_001170754.2	C1orf127
NM_001366227.2	C1orf127
XM_047446828.1	C1orf127
XM_047446830.1	C1orf127
XM_047446831.1	C1orf127
XM_047446829.1	C1orf127
XR_007058560.1	TARDBP
XR_007058562.1	TARDBP
XR_007058563.1	TARDBP
XR_007058564.1	TARDBP
XR_007058558.1	TARDBP
XR_007058559.1	TARDBP
XR_007058561.1	TARDBP
XR_001736931.1	MASP2
XM_017000097.1	MASP2
XM_047439758.1	MASP2
NM_139208.3	MASP2
NM_002685.4	EXOSC10
XM_005263475.3	EXOSC10
XM_047422661.1	EXOSC10
XM_047422663.1	EXOSC10
NR_135061.1	EXOSC10-AS1
NR_135062.1	EXOSC10-AS1
NR_135063.1	EXOSC10-AS1
XR_007058581.1	MTOR
NM_001386501.1	MTOR
NM_001386500.1	MTOR
XM_017000900.1	MTOR
XM_047416724.1	MTOR
XM_047416721.1	MTOR
XM_011541166.3	MTOR
NR_046600.1	MTOR-AS1
RF01210	LOC124904848
XM_047424430.1	ANGPTL7
XM_017000004.2	ANGPTL7
NM_001330349.2	UBIAD1
NM_001330350.2	UBIAD1
XM_047418727.1	UBIAD1
XR_946957.4	LOC105376737
XR_946958.3	LOC105376739
XR_946959.3	LOC105376740
XR_001737779.2	LOC105376740
XR_007065459.1	LOC124903841
XM_047426135.1	DISP3
XM_011541830.3	DISP3
XM_011541831.3	DISP3
XM_011541832.2	DISP3
XM_011541833.2	DISP3
XM_047426138.1	DISP3
XM_011541835.2	DISP3
XM_011541828.4	DISP3
XM_011541829.2	DISP3
XR_007065460.1	LOC124903842
NR_104624.1	LINC01647
XR_007064919.1	FBXO44
XR_007064917.1	FBXO44
XR_007064914.1	FBXO44
XR_007064913.1	FBXO44
XR_007064918.1	FBXO44
NR_130909.2	FBXO44
XM_047434652.1	FBXO44
XM_011542435.2	FBXO44
NM_001304791.2	FBXO44
XM_005263537.2	FBXO44
NM_183412.3	FBXO44
NM_001014765.2	FBXO44
XM_047434637.1	FBXO44
XM_005263536.5	FBXO44
XM_047434659.1	FBXO44
NM_001304790.2	FBXO44
XM_006711045.4	FBXO44
NM_001330355.2	FBXO44
XM_006711043.4	FBXO44
NM_183413.3	FBXO44
XM_017002844.3	FBXO44
XM_047434647.1	FBXO44
XM_017002843.2	FBXO44
XM_017002842.3	FBXO44
XM_047434635.1	FBXO44
XM_047434631.1	FBXO44
XM_047434660.1	FBXO44
XM_005263448.6	FBXO6
XM_005263451.6	FBXO6
XM_005263449.6	FBXO6
XM_011541232.4	FBXO6
XM_047430782.1	MAD2L2
NM_001127325.2	MAD2L2
XM_017001215.2	DRAXIN
XM_011541802.3	AGTRAP
XM_011541800.4	AGTRAP
XM_011541799.4	AGTRAP
NM_001040197.2	AGTRAP
NM_001040196.2	AGTRAP
NM_001040194.2	AGTRAP
NM_001040195.2	AGTRAP
XM_024446507.2	C1orf167
XM_024446506.2	C1orf167
XM_011541272.4	C1orf167
XM_011541278.3	C1orf167
XM_011541276.4	C1orf167
XM_011541277.4	C1orf167
XM_024446512.2	C1orf167
XM_024446509.2	C1orf167
XM_024446514.2	C1orf167
XM_024446517.2	C1orf167
XM_024446508.2	C1orf167
XM_024446515.2	C1orf167
XM_024446518.2	C1orf167
XM_047418137.1	C1orf167
NR_126000.1	C1orf167-AS1
XM_047421181.1	MTHFR
XM_005263462.5	MTHFR
XM_047421179.1	MTHFR
XM_047421180.1	MTHFR
XM_047421178.1	MTHFR
XM_047421174.1	MTHFR
XM_011541495.4	MTHFR
XM_011541496.4	MTHFR
XM_017001328.3	MTHFR
NM_001330358.2	MTHFR
XM_005263463.5	MTHFR
NR_046428.2	CLCN6
NM_001256959.2	CLCN6
NR_037806.1	NPPA-AS1
NR_002754.2	RNU5E-1
XR_007065464.1	LOC124903843
NM_001316320.2	PLOD1
XM_047436154.1	MFN2
XM_047436149.1	MFN2
XM_005263543.4	MFN2
XM_005263548.4	MFN2
XM_005263545.4	MFN2
NM_001127660.2	MFN2
XM_047436156.1	MFN2
XM_011541895.2	MIIP
XM_011541896.2	MIIP
XM_005263487.5	MIIP
NR_106787.1	MIR6729
XM_011542441.4	TNFRSF8
XM_047434793.1	TNFRSF8
XM_047434799.1	TNFRSF8
NM_001281430.3	TNFRSF8
XM_011542443.3	TNFRSF8
NR_107000.1	MIR7846
XM_011542060.3	TNFRSF1B
XM_047429422.1	TNFRSF1B
XM_011542063.3	TNFRSF1B
XM_047429424.1	TNFRSF1B
XM_047429423.1	TNFRSF1B
XR_007065466.1	LOC124903844
NR_039775.2	MIR4632
NM_018156.4	VPS13D
XR_007065468.1	LOC124903845
NR_003025.1	SNORA59A
XR_001737780.3	LINC02766
XR_007065471.1	LINC02766
XR_946965.4	LINC02766
XR_007065470.1	LINC02766
XR_946966.4	LINC02766
XR_007065469.1	LINC02766
XM_006711036.3	DHRS3
NM_001319225.2	DHRS3
XM_047434406.1	DHRS3
NM_001324370.2	DHRS3
XM_017002809.2	DHRS3
NR_106788.2	MIR6730
XM_017001153.1	AADACL4
XR_007065472.1	LOC124903846
NR_111984.2	AADACL3
RF01210	LOC124904811
NM_001330361.2	CFAP107
NM_001294139.1	PRAMEF1
NR_146629.1	LINC01784
XM_011541479.3	PRAMEF11
XM_011542004.1	PRAMEF2
NM_001012277.5	PRAMEF7
NM_001310134.3	PRAMEF25
NR_111947.1	PRAMEF34P
NR_111945.1	PRAMEF36P
XM_011541458.1	PRAMEF13
NM_001099850.2	PRAMEF18
NM_001013407.5	PRAMEF5
NM_001012276.3	PRAMEF8
XM_017001269.2	PRAMEF8
NM_001099790.5	PRAMEF19
NM_001099852.2	PRAMEF20
XM_047444690.1	LRRC38
XR_426659.4	LOC102724856
XR_426658.4	LOC102724856
XR_001737896.2	LOC107984918
NM_198389.2	PDPN
XM_024451404.2	PDPN
XM_006710295.2	PDPN
XM_047434471.1	PDPN
NM_001385053.1	PDPN
NM_001006624.2	PDPN
NM_001006625.2	PDPN
XR_946968.2	LOC105378612
XR_946969.3	LOC105376756
RF00564	LOC124900446
NM_001135610.2	PRDM2
XM_047429994.1	PRDM2
XM_047429995.1	PRDM2
NM_012231.5	PRDM2
NM_015866.6	PRDM2
XM_047429996.1	PRDM2
NM_001393987.1	PRDM2
XM_047429998.1	PRDM2
NM_001393988.1	PRDM2
NM_001007257.3	PRDM2
XM_047429997.1	PRDM2
XM_017002261.3	PRDM2
XM_017002260.3	PRDM2
XM_011541074.4	KAZN
XM_005245795.6	KAZN
XM_011541080.4	KAZN
XM_017000770.3	KAZN
XM_017000768.3	KAZN
XM_017000769.3	KAZN
XM_047415845.1	KAZN
NM_001370230.1	KAZN
XM_017000771.2	KAZN
NM_015209.2	KAZN
XM_047415858.1	KAZN
NM_001370229.1	KAZN
XM_011541075.3	KAZN
XM_047415880.1	KAZN
NM_001018000.4	KAZN
NM_001370231.1	KAZN
XM_011541077.3	KAZN
NM_001018001.3	KAZN
XM_011541076.3	KAZN
NM_001017999.3	KAZN
XM_047415868.1	KAZN
XR_001737610.2	LOC107985467
XR_001737611.2	LOC107985467
XR_007065475.1	LOC124903847
NR_149058.1	KAZN-AS1
XR_007065478.1	LOC124903850
XR_001737612.2	LOC105376759
XR_007065476.1	LOC124903848
XR_001737616.2	LOC107985469
XR_007065477.1	LOC124903849
NR_027136.1	TMEM51-AS1
NR_135082.2	TMEM51
XM_017001590.2	TMEM51
NM_001136216.2	TMEM51
NM_001136217.2	TMEM51
XM_011541676.2	TMEM51
NM_001319665.2	TMEM51
NM_018022.3	TMEM51
XM_005245919.1	TMEM51
NR_167931.1	TMEM51-AS2
NR_167930.1	TMEM51-AS2
XM_047443734.1	FHAD1
XM_017000198.3	FHAD1
XM_017000199.3	FHAD1
XM_017000200.2	FHAD1
XM_017000201.2	FHAD1
XM_017000206.3	FHAD1
XM_011540581.4	FHAD1
XM_011540582.4	FHAD1
XM_017000203.3	FHAD1
XM_011540576.3	FHAD1
XM_024452918.2	FHAD1
XM_017000202.2	FHAD1
XM_017000205.2	FHAD1
XM_017000207.3	FHAD1
XM_024452903.2	FHAD1
XM_047443798.1	FHAD1
XM_024452912.2	FHAD1
XM_011540584.4	FHAD1
XM_047443776.1	FHAD1
XM_024452887.2	FHAD1
XM_011540588.4	FHAD1
XM_047443743.1	FHAD1
XM_047443774.1	FHAD1
XM_047443790.1	FHAD1
XM_017000211.3	FHAD1
XM_047443801.1	FHAD1
XM_017000210.3	FHAD1
XM_017000212.3	FHAD1
XM_017000213.2	FHAD1
XM_017000214.3	FHAD1
XM_011540597.4	FHAD1
XM_011540598.4	FHAD1
XM_011540577.3	FHAD1
XM_047443737.1	FHAD1
XM_024452898.2	FHAD1
XM_047443847.1	FHAD1
XM_047443846.1	FHAD1
NM_052929.2	FHAD1
XM_011540592.2	FHAD1
XM_011540595.2	FHAD1
XM_047443835.1	FHAD1
XM_011540596.3	FHAD1
XR_007065482.1	LOC124903853
XR_007065481.1	LOC124903852
NR_148919.1	FHAD1-AS1
NR_148918.1	FHAD1-AS1
XR_007065480.1	LOC124903851
XR_007065479.1	EFHD2-AS1
XR_241208.4	EFHD2-AS1
XR_946984.3	EFHD2-AS1
XR_241207.5	EFHD2-AS1
XR_946980.4	EFHD2-AS1
XR_946981.3	EFHD2-AS1
XM_005246000.4	EFHD2
XM_047430233.1	EFHD2
XM_011540550.2	CTRC
XR_002958256.2	LOC105376767
NR_102733.2	CASP9
NR_102732.2	CASP9
XR_007064158.1	CASP9
XM_005246014.3	CASP9
XM_047432034.1	CASP9
NM_032996.3	CASP9
NM_001278054.2	CASP9
XM_011542273.4	CASP9
NR_109898.2	DNAJC16
NM_001287811.2	DNAJC16
NR_135613.1	SCARNA21B
XR_007065483.1	LOC124903854
XM_017000757.1	PLEKHM2
XM_017000758.1	PLEKHM2
XM_005245790.5	PLEKHM2
XM_005245791.5	PLEKHM2
XM_017001083.2	SLC25A34
XM_011541293.2	SLC25A34
NR_149050.1	SLC25A34-AS1
XM_047423104.1	FBLIM1
XM_011541617.3	FBLIM1
XM_047423129.1	FBLIM1
NM_001350151.2	FBLIM1
XM_047423148.1	FBLIM1
XM_047423110.1	FBLIM1
XM_047423162.1	FBLIM1
XM_017001526.3	FBLIM1
XM_047423159.1	FBLIM1
XM_005245903.2	FBLIM1
XM_006710705.2	FBLIM1
XM_017001521.3	FBLIM1
XM_017001519.3	FBLIM1
XM_006710704.4	FBLIM1
XM_017001520.3	FBLIM1
XM_011541616.3	FBLIM1
XM_017001525.2	FBLIM1
XM_047423112.1	FBLIM1
XM_047423149.1	FBLIM1
XM_047423133.1	FBLIM1
XM_047423116.1	FBLIM1
XM_047423128.1	FBLIM1
XM_047423151.1	FBLIM1
XM_047423138.1	FBLIM1
XM_005245902.2	FBLIM1
XM_047423123.1	FBLIM1
XM_047423158.1	FBLIM1
XM_047423143.1	FBLIM1
XM_047423152.1	FBLIM1
XM_047423150.1	FBLIM1
NM_001024216.3	FBLIM1
XM_047423141.1	FBLIM1
XM_047423156.1	FBLIM1
XM_047423172.1	FBLIM1
XM_047423176.1	FBLIM1
XM_047423147.1	FBLIM1
XM_047423175.1	FBLIM1
XM_005245900.2	FBLIM1
XM_017001523.2	FBLIM1
XM_005245901.2	FBLIM1
XM_017001524.2	FBLIM1
NM_001024215.1	FBLIM1
NM_001089591.2	UQCRHL
NR_024279.1	SPEN-AS1
RF01210	LOC124904815
NM_001324137.2	ZBTB17
XM_011542085.4	ZBTB17
NM_001242884.2	ZBTB17
XM_011542087.4	ZBTB17
NM_001287604.2	ZBTB17
NM_001324138.2	ZBTB17
XM_005245986.3	ZBTB17
NM_001287603.2	ZBTB17
XM_047429978.1	ZBTB17
XR_007065484.1	LOC124903855
XR_007065486.1	LOC124903855
NM_001349682.2	HSPB7
NM_001349685.2	HSPB7
NM_001349687.2	HSPB7
NM_001349686.2	HSPB7
NM_001349688.2	HSPB7
NM_001349683.2	HSPB7
NM_001349689.2	HSPB7
NM_001042704.2	CLCNKA
NM_001257139.2	CLCNKA
NM_001165945.2	CLCNKB
NM_001329090.2	EPHA2
XM_047448272.1	EPHA2
XM_047448267.1	EPHA2
XM_047448259.1	EPHA2
XM_017000537.2	EPHA2
XR_007065487.1	EPHA2-AS1
XR_946544.2	ARHGEF19
XM_011540706.4	ARHGEF19
XR_007065494.1	ANO7L1
XR_007065492.1	ANO7L1
XR_007065491.1	ANO7L1
XR_007065493.1	ANO7L1
XR_007065489.1	ANO7L1
XR_007065490.1	ANO7L1
XR_007065498.1	ANO7L1
XR_007065497.1	ANO7L1
XR_007065495.1	ANO7L1
XR_007065496.1	ANO7L1
XR_007065488.1	ANO7L1
XM_011542126.4	CPLANE2
XM_047422747.1	FBXO42
XM_047422750.1	FBXO42
XM_047422751.1	FBXO42
XM_047422752.1	FBXO42
NR_073501.2	SZRD1
NR_073502.2	SZRD1
NR_073503.2	SZRD1
NR_073500.2	SZRD1
NM_001271869.2	SZRD1
NR_148413.2	SPATA21
XR_946645.2	SPATA21
XR_001737156.2	SPATA21
XR_946646.4	SPATA21
XM_011541407.4	SPATA21
NM_001353349.1	SPATA21
XM_047419694.1	SPATA21
XM_017001218.2	SPATA21
XM_011541417.3	SPATA21
NM_001145277.2	NECAP2
NM_001145278.2	NECAP2
XM_047424715.1	NECAP2
XM_047424713.1	NECAP2
NR_147210.1	LINC01772
NR_147211.1	LINC01772
NR_023386.1	CROCCP3
NR_004430.2	RNU1-1
NR_135764.1	LINC01783
XM_047436898.1	LOC124903856
NM_017940.6	NBPF1
NR_026752.1	CROCCP2
XM_047436931.1	LOC124900386
XM_047436925.1	LOC124900386
XM_047436922.1	LOC124900386
XM_047436915.1	LOC124900386
XM_047436926.1	LOC124900386
XM_047436930.1	LOC124900386
NR_027504.1	MST1P2
NR_004408.1	RNU1-3
XM_047436909.1	LOC124903857
NR_026567.1	ESPNP
XR_007065500.1	LOC124903858
XR_007065501.1	LOC124903858
XR_007065499.1	LOC124903858
XR_007065503.1	LOC124903859
NR_004421.1	RNU1-4
NR_171546.1	MST1L
NR_037446.1	MIR3675
NR_160658.1	LOC112267871
NR_160657.1	LOC112267871
NR_135059.1	LOC105376805
NR_135058.1	LOC105376805
NR_135057.1	LOC105376805
NR_135056.1	LOC105376805
NR_004427.1	RNU1-2
XM_047435134.1	CROCC
XM_047435120.1	CROCC
XM_006711058.4	CROCC
XM_047435135.1	CROCC
XM_047435136.1	CROCC
XM_047435115.1	CROCC
XM_047435117.1	CROCC
XM_047435114.1	CROCC
NM_001135247.2	MFAP2
NM_017459.3	MFAP2
XM_047421027.1	MFAP2
NM_001135248.2	MFAP2
XR_947003.3	LOC105376806
XM_047416542.1	ATP13A2
XM_047416553.1	ATP13A2
XM_047416550.1	ATP13A2
XM_047416569.1	ATP13A2
XM_006710512.2	ATP13A2
XM_017000845.2	ATP13A2
XM_047416556.1	ATP13A2
XM_047416571.1	ATP13A2
XM_006710513.2	ATP13A2
XM_017000846.2	ATP13A2
XM_047416538.1	ATP13A2
XM_047416549.1	ATP13A2
XM_047416568.1	ATP13A2
NM_001141974.3	ATP13A2
XM_017000849.2	ATP13A2
XM_005245811.2	ATP13A2
NM_001141973.3	ATP13A2
XM_017000847.2	ATP13A2
XM_047416539.1	ATP13A2
XM_047416548.1	ATP13A2
XM_047416563.1	ATP13A2
XM_047416537.1	ATP13A2
XM_047416546.1	ATP13A2
XM_047416564.1	ATP13A2
XM_047416567.1	ATP13A2
XM_047416554.1	ATP13A2
XM_047416560.1	ATP13A2
XM_005245810.2	ATP13A2
XM_047416544.1	ATP13A2
XM_047416551.1	ATP13A2
XM_047416566.1	ATP13A2
XM_047416570.1	ATP13A2
XM_047416565.1	ATP13A2
XM_005245812.2	ATP13A2
XM_047416547.1	ATP13A2
XM_047416562.1	ATP13A2
XM_011541128.2	ATP13A2
XM_017000844.2	ATP13A2
XM_011541129.2	ATP13A2
XM_017000850.2	ATP13A2
XM_005245815.2	ATP13A2
XM_017000848.2	ATP13A2
XM_017000148.3	PADI2
XM_047442975.1	PADI2
XR_007065506.1	LOC124903861
XR_947005.2	LOC105376808
NR_148993.1	LINC02783
XR_946619.3	PADI1
XR_007059265.1	PADI1
XM_047418757.1	PADI1
XM_047418756.1	PADI1
XM_017001103.3	PADI1
XM_011541307.3	PADI1
XM_017001102.2	PADI1
XM_017001101.2	PADI1
XM_011541572.3	PADI3
XM_011541571.3	PADI3
XM_017001463.2	PADI3
NR_039768.1	MIR3972
XM_011541151.2	PADI4
XM_011541150.1	PADI4
XM_011541156.2	PADI4
XM_011541154.3	PADI4
XM_011541153.2	PADI4
XM_011541155.2	PADI4
XM_011541152.1	PADI4
XM_047416610.1	PADI4
NM_001136204.3	RCC2
NR_170323.1	RCC2-AS1
XR_007065508.1	LOC124903862
RF01210	LOC124904837
NR_137287.2	ARHGEF10L
NR_137288.2	ARHGEF10L
XR_946686.4	ARHGEF10L
XR_946691.3	ARHGEF10L
XM_024448061.2	ARHGEF10L
XM_006710728.1	ARHGEF10L
XM_047424089.1	ARHGEF10L
XM_006710731.1	ARHGEF10L
XM_047424111.1	ARHGEF10L
XM_047424100.1	ARHGEF10L
XM_047424075.1	ARHGEF10L
XM_005245923.3	ARHGEF10L
XM_047424093.1	ARHGEF10L
XM_006710729.2	ARHGEF10L
XM_005245925.3	ARHGEF10L
XM_017001617.2	ARHGEF10L
XM_047424065.1	ARHGEF10L
XM_047424097.1	ARHGEF10L
XM_047424112.1	ARHGEF10L
XM_047424071.1	ARHGEF10L
XM_047424070.1	ARHGEF10L
XM_024448059.2	ARHGEF10L
XM_047424098.1	ARHGEF10L
XM_024448062.1	ARHGEF10L
XM_047424096.1	ARHGEF10L
XM_047424105.1	ARHGEF10L
XM_011541692.3	ARHGEF10L
XM_011541691.3	ARHGEF10L
NM_001011722.2	ARHGEF10L
NM_001319837.1	ARHGEF10L
XM_017001619.2	ARHGEF10L
XM_017001620.2	ARHGEF10L
XM_047424158.1	ARHGEF10L
XM_047424175.1	ARHGEF10L
XM_047424159.1	ARHGEF10L
XM_047424190.1	ARHGEF10L
XM_047424165.1	ARHGEF10L
XM_047424167.1	ARHGEF10L
XM_047424201.1	ARHGEF10L
XM_005245929.4	ARHGEF10L
NM_001319838.1	ARHGEF10L
NM_001328124.1	ARHGEF10L
XR_007065509.1	LINC02810
XR_007065510.1	LINC02810
XR_002958658.2	LINC02810
XR_007065511.1	LINC02810
XR_002958656.2	LINC02810
XM_011542212.3	ACTL8
XR_947006.2	LOC105376809
XR_001737785.1	LOC105376809
XR_947007.2	LOC105376809
XR_947008.3	LOC105376812
NR_125946.1	LINC01654
XM_011542319.4	IGSF21
XM_017002604.3	IGSF21
XM_017002605.1	IGSF21
XR_001737917.3	IGSF21-AS1
XR_007065514.1	IGSF21-AS1
XR_007065512.1	IGSF21-AS1
XR_007065513.1	IGSF21-AS1
XR_007065515.1	IGSF21-AS1
XR_007065517.1	LOC124903864
XR_007065516.1	LOC124903863
XR_007065518.1	LOC124903865
NM_002584.3	PAX7
NM_013945.3	PAX7
NM_152232.6	TAS1R2
NM_001319218.2	ALDH4A1
NM_170726.3	ALDH4A1
NM_001161504.2	ALDH4A1
NR_039844.2	MIR4695
NR_031622.1	MIR1290
XR_007065519.1	LOC124903866
XM_047444839.1	IFFO2
XM_011540630.3	IFFO2
XR_001737918.2	LOC105376815
XR_947015.2	LOC105376815
XR_001737919.2	LOC105376815
XM_047416518.1	UBR4
XM_047416514.1	UBR4
XM_047416523.1	UBR4
XM_047416516.1	UBR4
XM_047416510.1	UBR4
XM_047416517.1	UBR4
XM_047416511.1	UBR4
XM_017000830.3	UBR4
XM_017000828.3	UBR4
XM_047416520.1	UBR4
XM_047416483.1	UBR4
XM_047416519.1	UBR4
XM_047416484.1	UBR4
XM_047416481.1	UBR4
XM_017000826.3	UBR4
XM_047416505.1	UBR4
XM_047416502.1	UBR4
XM_047416503.1	UBR4
XM_047416504.1	UBR4
XM_047416501.1	UBR4
XM_047416475.1	UBR4
XM_047416467.1	UBR4
XM_047416458.1	UBR4
XM_047416513.1	UBR4
XM_047416522.1	UBR4
XM_047416515.1	UBR4
XM_047416509.1	UBR4
XM_047416507.1	UBR4
XM_047416521.1	UBR4
XM_047416512.1	UBR4
XM_047416506.1	UBR4
XM_047416480.1	UBR4
XM_017000827.3	UBR4
XM_047416468.1	UBR4
XM_047416471.1	UBR4
XM_047416464.1	UBR4
XM_047416497.1	UBR4
XM_047416499.1	UBR4
XM_047416493.1	UBR4
XM_047416498.1	UBR4
XM_047416494.1	UBR4
XM_047416495.1	UBR4
XM_017000824.3	UBR4
XM_047416500.1	UBR4
XM_047416463.1	UBR4
XM_017000822.3	UBR4
XM_011541120.4	UBR4
XM_011541115.4	UBR4
XM_011541114.4	UBR4
NR_135114.1	EMC1-AS1
NR_135115.1	EMC1-AS1
NM_001271429.2	EMC1
NM_001271427.2	EMC1
NM_001375821.1	EMC1
NM_001271428.2	EMC1
NM_001375820.1	EMC1
XM_006710675.5	MRTO4
NR_040289.2	AKR7L
NR_040288.2	AKR7L
XM_011541046.4	AKR7A3
XM_047449607.1	AKR7A3
XR_007065521.1	LOC124903867
NR_037847.1	LOC100506730
NM_001320979.1	AKR7A2
XM_047433095.1	AKR7A2
NR_109848.2	SLC66A1
XR_001737253.2	SLC66A1
XR_001737254.2	SLC66A1
XR_007061310.1	SLC66A1
XR_007061311.1	SLC66A1
